date,day_of_week,item,meal,prepared_qty,consumed_qty,waste_qty,waste_reason,stock_level,days_to_expiry,customer_count
2026-04-23,Thursday,Bread,dinner,102,89,25.0,overproduction,63,134,186
2026-04-23,Thursday,Bread,lunch,83,75,25.0,overproduction,63,134,174
2026-04-23,Thursday,Chicken,breakfast,106,98,53.0,spoilage,140,133,276
2026-04-23,Thursday,Chicken,dinner,173,164,53.0,spoilage,140,133,504
2026-04-23,Thursday,Chicken,lunch,248,212,53.0,spoilage,140,133,579
2026-04-23,Thursday,Rice,breakfast,247,222,138.0,overproduction,98,135,470
2026-04-23,Thursday,Rice,dinner,409,373,138.0,overproduction,98,135,856
2026-04-23,Thursday,Rice,lunch,500,423,138.0,overproduction,98,135,931
2026-04-23,Thursday,Spinach,breakfast,43,40,16.0,plate_waste,53,135,131
2026-04-23,Thursday,Spinach,dinner,79,70,16.0,plate_waste,53,135,142
2026-04-23,Thursday,Spinach,lunch,52,48,16.0,plate_waste,53,135,113
2026-04-23,Thursday,Vegetables,breakfast,86,78,32.0,spoilage,78,134,186
2026-04-23,Thursday,Vegetables,dinner,129,117,32.0,spoilage,78,134,343
2026-04-23,Thursday,Vegetables,lunch,153,141,32.0,spoilage,78,134,284
2026-04-24,Friday,Bread,breakfast,42,39,22.0,overproduction,63,133,85
2026-04-24,Friday,Bread,dinner,64,54,22.0,overproduction,63,133,119
2026-04-24,Friday,Bread,lunch,65,56,22.0,overproduction,63,133,142
2026-04-24,Friday,Chicken,breakfast,71,66,29.0,overproduction,140,132,133
2026-04-24,Friday,Chicken,dinner,134,121,29.0,overproduction,140,132,296
2026-04-24,Friday,Chicken,lunch,133,122,29.0,overproduction,140,132,363
2026-04-24,Friday,Rice,breakfast,160,136,107.0,plate_waste,98,134,334
2026-04-24,Friday,Rice,dinner,271,240,107.0,plate_waste,98,134,488
2026-04-24,Friday,Rice,lunch,370,318,107.0,plate_waste,98,134,644
2026-04-24,Friday,Spinach,breakfast,21,20,11.0,overproduction,53,134,64
2026-04-24,Friday,Spinach,dinner,45,42,11.0,overproduction,53,134,140
2026-04-24,Friday,Spinach,lunch,42,35,11.0,overproduction,53,134,104
2026-04-24,Friday,Vegetables,breakfast,52,47,31.0,damaged,78,133,95
2026-04-24,Friday,Vegetables,dinner,99,83,31.0,damaged,78,133,188
2026-04-24,Friday,Vegetables,lunch,164,154,31.0,damaged,78,133,366
2026-04-25,Saturday,Bread,breakfast,38,36,19.0,plate_waste,63,132,77
2026-04-25,Saturday,Bread,dinner,35,31,19.0,plate_waste,63,132,62
2026-04-25,Saturday,Bread,lunch,79,66,19.0,plate_waste,63,132,149
2026-04-25,Saturday,Chicken,breakfast,69,64,36.0,damaged,140,131,202
2026-04-25,Saturday,Chicken,dinner,125,106,36.0,damaged,140,131,298
2026-04-25,Saturday,Chicken,lunch,125,113,36.0,damaged,140,131,344
2026-04-25,Saturday,Rice,breakfast,174,146,87.0,plate_waste,98,133,295
2026-04-25,Saturday,Rice,dinner,239,220,87.0,plate_waste,98,133,541
2026-04-25,Saturday,Rice,lunch,306,266,87.0,plate_waste,98,133,568
2026-04-25,Saturday,Spinach,breakfast,22,20,12.0,spoilage,53,133,54
2026-04-25,Saturday,Spinach,dinner,33,28,12.0,spoilage,53,133,63
2026-04-25,Saturday,Spinach,lunch,47,42,12.0,spoilage,53,133,137
2026-04-25,Saturday,Vegetables,breakfast,67,61,23.0,overproduction,78,132,155
2026-04-25,Saturday,Vegetables,dinner,75,67,23.0,overproduction,78,132,203
2026-04-25,Saturday,Vegetables,lunch,74,65,23.0,overproduction,78,132,144
2026-04-26,Sunday,Bread,breakfast,49,47,21.0,preparation,63,131,116
2026-04-26,Sunday,Bread,dinner,85,71,21.0,preparation,63,131,146
2026-04-26,Sunday,Bread,lunch,86,81,21.0,preparation,63,131,180
2026-04-26,Sunday,Chicken,breakfast,84,79,54.0,overproduction,140,130,221
2026-04-26,Sunday,Chicken,dinner,176,157,54.0,overproduction,140,130,322
2026-04-26,Sunday,Chicken,lunch,227,197,54.0,overproduction,140,130,651
2026-04-26,Sunday,Rice,breakfast,221,203,109.0,preparation,98,132,584
2026-04-26,Sunday,Rice,dinner,392,349,109.0,preparation,98,132,973
2026-04-26,Sunday,Rice,lunch,470,422,109.0,preparation,98,132,1161
2026-04-26,Sunday,Spinach,breakfast,27,26,12.0,damaged,53,132,74
2026-04-26,Sunday,Spinach,dinner,56,50,12.0,damaged,53,132,161
2026-04-26,Sunday,Spinach,lunch,72,67,12.0,damaged,53,132,149
2026-04-26,Sunday,Vegetables,breakfast,76,64,67.0,damaged,78,131,172
2026-04-26,Sunday,Vegetables,dinner,163,137,67.0,damaged,78,131,327
2026-04-26,Sunday,Vegetables,lunch,189,160,67.0,damaged,78,131,495
2026-04-27,Monday,Bread,breakfast,57,50,24.0,overproduction,63,130,131
2026-04-27,Monday,Bread,dinner,82,75,24.0,overproduction,63,130,188
2026-04-27,Monday,Bread,lunch,101,91,24.0,overproduction,63,130,263
2026-04-27,Monday,Chicken,breakfast,105,90,70.0,preparation,140,129,231
2026-04-27,Monday,Chicken,dinner,155,138,70.0,preparation,140,129,365
2026-04-27,Monday,Chicken,lunch,247,209,70.0,preparation,140,129,542
2026-04-27,Monday,Rice,breakfast,244,215,83.0,spoilage,98,131,662
2026-04-27,Monday,Rice,dinner,340,315,83.0,spoilage,98,131,884
2026-04-27,Monday,Rice,lunch,488,459,83.0,spoilage,98,131,1350
2026-04-27,Monday,Spinach,breakfast,20,18,17.0,overproduction,53,131,42
2026-04-27,Monday,Spinach,dinner,68,59,17.0,overproduction,53,131,118
2026-04-27,Monday,Spinach,lunch,53,47,17.0,overproduction,53,131,121
2026-04-27,Monday,Vegetables,breakfast,63,56,41.0,spoilage,78,130,170
2026-04-27,Monday,Vegetables,dinner,124,115,41.0,spoilage,78,130,371
2026-04-27,Monday,Vegetables,lunch,163,138,41.0,spoilage,78,130,456
2026-04-28,Tuesday,Bread,breakfast,61,53,33.0,damaged,63,129,149
2026-04-28,Tuesday,Bread,dinner,83,76,33.0,damaged,63,129,188
2026-04-28,Tuesday,Bread,lunch,108,90,33.0,damaged,63,129,270
2026-04-28,Tuesday,Chicken,breakfast,91,79,45.0,overproduction,140,128,192
2026-04-28,Tuesday,Chicken,dinner,146,127,45.0,overproduction,140,128,373
2026-04-28,Tuesday,Chicken,lunch,200,186,45.0,overproduction,140,128,492
2026-04-28,Tuesday,Rice,breakfast,226,214,117.0,damaged,98,130,525
2026-04-28,Tuesday,Rice,dinner,370,339,117.0,damaged,98,130,1011
2026-04-28,Tuesday,Rice,lunch,478,404,117.0,damaged,98,130,928
2026-04-28,Tuesday,Spinach,breakfast,58,49,21.0,overproduction,53,130,102
2026-04-28,Tuesday,Spinach,dinner,52,46,21.0,overproduction,53,130,140
2026-04-28,Tuesday,Spinach,lunch,53,47,21.0,overproduction,53,130,109
2026-04-28,Tuesday,Vegetables,breakfast,76,65,55.0,overproduction,78,129,138
2026-04-28,Tuesday,Vegetables,dinner,141,123,55.0,overproduction,78,129,322
2026-04-28,Tuesday,Vegetables,lunch,162,136,55.0,overproduction,78,129,347
2026-04-29,Wednesday,Bread,breakfast,61,54,18.0,spoilage,63,128,113
2026-04-29,Wednesday,Bread,dinner,119,112,18.0,spoilage,63,128,249
2026-04-29,Wednesday,Bread,lunch,76,72,18.0,spoilage,63,128,190
2026-04-29,Wednesday,Chicken,breakfast,84,78,47.0,damaged,140,127,200
2026-04-29,Wednesday,Chicken,dinner,160,143,47.0,damaged,140,127,301
2026-04-29,Wednesday,Chicken,lunch,206,182,47.0,damaged,140,127,432
2026-04-29,Wednesday,Rice,breakfast,226,196,118.0,damaged,98,129,412
2026-04-29,Wednesday,Rice,dinner,386,348,118.0,damaged,98,129,968
2026-04-29,Wednesday,Rice,lunch,514,464,118.0,damaged,98,129,1187
2026-04-29,Wednesday,Spinach,breakfast,27,23,15.0,plate_waste,53,129,63
2026-04-29,Wednesday,Spinach,dinner,72,68,15.0,plate_waste,53,129,158
2026-04-29,Wednesday,Spinach,lunch,57,50,15.0,plate_waste,53,129,107
2026-04-29,Wednesday,Vegetables,breakfast,83,78,34.0,overproduction,78,128,237
2026-04-29,Wednesday,Vegetables,dinner,137,130,34.0,overproduction,78,128,279
2026-04-29,Wednesday,Vegetables,lunch,164,142,34.0,overproduction,78,128,318
2026-04-30,Thursday,Bread,breakfast,44,39,37.0,overproduction,63,127,115
2026-04-30,Thursday,Bread,dinner,88,76,37.0,overproduction,63,127,158
2026-04-30,Thursday,Bread,lunch,123,103,37.0,overproduction,63,127,342
2026-04-30,Thursday,Chicken,breakfast,97,84,60.0,damaged,140,126,197
2026-04-30,Thursday,Chicken,dinner,152,132,60.0,damaged,140,126,370
2026-04-30,Thursday,Chicken,lunch,216,189,60.0,damaged,140,126,543
2026-04-30,Thursday,Rice,breakfast,245,210,203.0,overproduction,98,128,621
2026-04-30,Thursday,Rice,dinner,416,349,203.0,overproduction,98,128,764
2026-04-30,Thursday,Rice,lunch,500,399,203.0,overproduction,98,128,950
2026-04-30,Thursday,Spinach,breakfast,26,23,23.0,plate_waste,53,128,58
2026-04-30,Thursday,Spinach,dinner,60,56,23.0,plate_waste,53,128,141
2026-04-30,Thursday,Spinach,lunch,103,87,23.0,plate_waste,53,128,199
2026-04-30,Thursday,Vegetables,breakfast,86,72,50.0,damaged,78,127,208
2026-04-30,Thursday,Vegetables,dinner,150,126,50.0,damaged,78,127,298
2026-04-30,Thursday,Vegetables,lunch,136,124,50.0,damaged,78,127,322
2026-05-01,Friday,Bread,breakfast,46,41,20.0,overproduction,63,126,98
2026-05-01,Friday,Bread,dinner,45,40,20.0,overproduction,63,126,102
2026-05-01,Friday,Bread,lunch,67,57,20.0,overproduction,63,126,129
2026-05-01,Friday,Chicken,breakfast,69,60,41.0,damaged,140,125,158
2026-05-01,Friday,Chicken,dinner,81,76,41.0,damaged,140,125,155
2026-05-01,Friday,Chicken,lunch,170,143,41.0,damaged,140,125,436
2026-05-01,Friday,Rice,breakfast,154,136,75.0,plate_waste,98,127,372
2026-05-01,Friday,Rice,dinner,280,240,75.0,plate_waste,98,127,534
2026-05-01,Friday,Rice,lunch,321,304,75.0,plate_waste,98,127,635
2026-05-01,Friday,Spinach,breakfast,25,24,6.0,damaged,53,127,52
2026-05-01,Friday,Spinach,dinner,36,32,6.0,damaged,53,127,103
2026-05-01,Friday,Spinach,lunch,15,14,6.0,damaged,53,127,39
2026-05-01,Friday,Vegetables,breakfast,43,36,19.0,overproduction,78,126,75
2026-05-01,Friday,Vegetables,dinner,94,88,19.0,overproduction,78,126,271
2026-05-01,Friday,Vegetables,lunch,118,112,19.0,overproduction,78,126,275
2026-05-02,Saturday,Bread,breakfast,34,32,13.0,plate_waste,63,125,71
2026-05-02,Saturday,Bread,dinner,45,41,13.0,plate_waste,63,125,117
2026-05-02,Saturday,Bread,lunch,81,74,13.0,plate_waste,63,125,148
2026-05-02,Saturday,Chicken,breakfast,59,52,33.0,plate_waste,140,124,169
2026-05-02,Saturday,Chicken,dinner,102,87,33.0,plate_waste,140,124,174
2026-05-02,Saturday,Chicken,lunch,156,145,33.0,plate_waste,140,124,298
2026-05-02,Saturday,Rice,breakfast,189,170,99.0,plate_waste,98,126,515
2026-05-02,Saturday,Rice,dinner,288,245,99.0,plate_waste,98,126,737
2026-05-02,Saturday,Rice,lunch,370,333,99.0,plate_waste,98,126,688
2026-05-02,Saturday,Spinach,breakfast,30,27,7.0,damaged,53,126,65
2026-05-02,Saturday,Spinach,dinner,44,40,7.0,damaged,53,126,90
2026-05-02,Saturday,Spinach,lunch,0,0,7.0,damaged,53,126,0
2026-05-02,Saturday,Vegetables,breakfast,51,48,33.0,overproduction,78,125,112
2026-05-02,Saturday,Vegetables,dinner,142,126,33.0,overproduction,78,125,254
2026-05-02,Saturday,Vegetables,lunch,126,112,33.0,overproduction,78,125,225
2026-05-03,Sunday,Bread,breakfast,53,50,16.0,plate_waste,63,124,103
2026-05-03,Sunday,Bread,dinner,90,82,16.0,plate_waste,63,124,234
2026-05-03,Sunday,Bread,lunch,97,92,16.0,plate_waste,63,124,298
2026-05-03,Sunday,Chicken,breakfast,111,99,54.0,overproduction,140,123,203
2026-05-03,Sunday,Chicken,dinner,133,127,54.0,overproduction,140,123,255
2026-05-03,Sunday,Chicken,lunch,226,190,54.0,overproduction,140,123,581
2026-05-03,Sunday,Rice,breakfast,269,234,93.0,overproduction,98,125,509
2026-05-03,Sunday,Rice,dinner,373,338,93.0,overproduction,98,125,895
2026-05-03,Sunday,Rice,lunch,453,430,93.0,overproduction,98,125,879
2026-05-03,Sunday,Spinach,breakfast,40,36,16.0,overproduction,53,125,91
2026-05-03,Sunday,Spinach,dinner,39,33,16.0,overproduction,53,125,86
2026-05-03,Sunday,Spinach,lunch,39,33,16.0,overproduction,53,125,69
2026-05-03,Sunday,Vegetables,breakfast,90,77,52.0,overproduction,78,124,192
2026-05-03,Sunday,Vegetables,dinner,129,115,52.0,overproduction,78,124,318
2026-05-03,Sunday,Vegetables,lunch,213,188,52.0,overproduction,78,124,556
2026-05-04,Monday,Bread,breakfast,50,43,28.0,overproduction,63,123,127
2026-05-04,Monday,Bread,dinner,72,64,28.0,overproduction,63,123,136
2026-05-04,Monday,Bread,lunch,126,113,28.0,overproduction,63,123,371
2026-05-04,Monday,Chicken,breakfast,107,99,47.0,plate_waste,140,122,305
2026-05-04,Monday,Chicken,dinner,181,153,47.0,plate_waste,140,122,379
2026-05-04,Monday,Chicken,lunch,181,170,47.0,plate_waste,140,122,504
2026-05-04,Monday,Rice,breakfast,251,221,115.0,plate_waste,98,124,698
2026-05-04,Monday,Rice,dinner,365,330,115.0,plate_waste,98,124,803
2026-05-04,Monday,Rice,lunch,485,435,115.0,plate_waste,98,124,953
2026-05-04,Monday,Spinach,breakfast,45,43,15.0,overproduction,53,124,97
2026-05-04,Monday,Spinach,dinner,69,59,15.0,overproduction,53,124,156
2026-05-04,Monday,Spinach,lunch,51,48,15.0,overproduction,53,124,140
2026-05-04,Monday,Vegetables,breakfast,87,74,31.0,damaged,78,123,229
2026-05-04,Monday,Vegetables,dinner,114,106,31.0,damaged,78,123,223
2026-05-04,Monday,Vegetables,lunch,172,162,31.0,damaged,78,123,337
2026-05-05,Tuesday,Bread,breakfast,51,45,30.0,spoilage,63,122,127
2026-05-05,Tuesday,Bread,dinner,93,79,30.0,spoilage,63,122,206
2026-05-05,Tuesday,Bread,lunch,101,91,30.0,spoilage,63,122,207
2026-05-05,Tuesday,Chicken,breakfast,109,93,48.0,spoilage,140,121,187
2026-05-05,Tuesday,Chicken,dinner,158,146,48.0,spoilage,140,121,299
2026-05-05,Tuesday,Chicken,lunch,190,170,48.0,spoilage,140,121,361
2026-05-05,Tuesday,Rice,breakfast,222,196,114.0,overproduction,98,123,544
2026-05-05,Tuesday,Rice,dinner,397,352,114.0,overproduction,98,123,773
2026-05-05,Tuesday,Rice,lunch,500,457,114.0,overproduction,98,123,1263
2026-05-05,Tuesday,Spinach,breakfast,20,19,11.0,overproduction,53,123,49
2026-05-05,Tuesday,Spinach,dinner,62,54,11.0,overproduction,53,123,160
2026-05-05,Tuesday,Spinach,lunch,38,36,11.0,overproduction,53,123,78
2026-05-05,Tuesday,Vegetables,breakfast,52,49,43.0,overproduction,78,122,100
2026-05-05,Tuesday,Vegetables,dinner,134,114,43.0,overproduction,78,122,266
2026-05-05,Tuesday,Vegetables,lunch,188,168,43.0,overproduction,78,122,375
2026-05-06,Wednesday,Bread,breakfast,43,39,28.0,spoilage,63,121,94
2026-05-06,Wednesday,Bread,dinner,86,74,28.0,spoilage,63,121,205
2026-05-06,Wednesday,Bread,lunch,97,85,28.0,spoilage,63,121,222
2026-05-06,Wednesday,Chicken,breakfast,102,88,42.0,overproduction,140,120,273
2026-05-06,Wednesday,Chicken,dinner,152,144,42.0,overproduction,140,120,359
2026-05-06,Wednesday,Chicken,lunch,203,183,42.0,overproduction,140,120,566
2026-05-06,Wednesday,Rice,breakfast,282,235,160.0,damaged,98,122,566
2026-05-06,Wednesday,Rice,dinner,463,391,160.0,damaged,98,122,1073
2026-05-06,Wednesday,Rice,lunch,508,467,160.0,damaged,98,122,1082
2026-05-06,Wednesday,Spinach,breakfast,24,21,14.0,overproduction,53,122,59
2026-05-06,Wednesday,Spinach,dinner,62,57,14.0,overproduction,53,122,152
2026-05-06,Wednesday,Spinach,lunch,52,46,14.0,overproduction,53,122,127
2026-05-06,Wednesday,Vegetables,breakfast,94,79,49.0,overproduction,78,121,168
2026-05-06,Wednesday,Vegetables,dinner,165,141,49.0,overproduction,78,121,313
2026-05-06,Wednesday,Vegetables,lunch,157,147,49.0,overproduction,78,121,307
2026-05-07,Thursday,Bread,breakfast,27,39,35.0,overproduction,63,120,115
2026-05-07,Thursday,Bread,dinner,43,73,35.0,overproduction,63,120,148
2026-05-07,Thursday,Bread,lunch,144,109,35.0,overproduction,63,120,271
2026-05-07,Thursday,Chicken,breakfast,144,83,61.0,spoilage,140,119,170
2026-05-07,Thursday,Chicken,dinner,86,137,61.0,spoilage,140,119,293
2026-05-07,Thursday,Chicken,lunch,108,194,61.0,spoilage,140,119,460
2026-05-07,Thursday,Rice,breakfast,129,184,51.0,overproduction,98,121,448
2026-05-07,Thursday,Rice,dinner,206,326,51.0,overproduction,98,121,721
2026-05-07,Thursday,Rice,lunch,500,449,51.0,overproduction,98,121,1024
2026-05-07,Thursday,Spinach,breakfast,48,20,66.0,damaged,53,121,60
2026-05-07,Thursday,Spinach,dinner,29,65,66.0,damaged,53,121,160
2026-05-07,Thursday,Spinach,lunch,96,58,66.0,damaged,53,121,132
2026-05-07,Thursday,Vegetables,breakfast,45,81,63.0,overproduction,78,120,236
2026-05-07,Thursday,Vegetables,dinner,72,99,63.0,overproduction,78,120,288
2026-05-07,Thursday,Vegetables,lunch,240,177,63.0,overproduction,78,120,452
2026-05-08,Friday,Bread,breakfast,24,21,21.0,damaged,63,119,52
2026-05-08,Friday,Bread,dinner,46,41,21.0,damaged,63,119,87
2026-05-08,Friday,Bread,lunch,95,82,21.0,damaged,63,119,207
2026-05-08,Friday,Chicken,breakfast,70,63,35.0,overproduction,140,118,172
2026-05-08,Friday,Chicken,dinner,133,112,35.0,overproduction,140,118,299
2026-05-08,Friday,Chicken,lunch,136,129,35.0,overproduction,140,118,329
2026-05-08,Friday,Rice,breakfast,206,174,102.0,overproduction,98,120,461
2026-05-08,Friday,Rice,dinner,321,270,102.0,overproduction,98,120,647
2026-05-08,Friday,Rice,lunch,345,326,102.0,overproduction,98,120,745
2026-05-08,Friday,Spinach,breakfast,44,37,16.0,overproduction,53,120,92
2026-05-08,Friday,Spinach,dinner,38,36,16.0,overproduction,53,120,86
2026-05-08,Friday,Spinach,lunch,43,36,16.0,overproduction,53,120,93
2026-05-08,Friday,Vegetables,breakfast,45,39,28.0,plate_waste,78,119,82
2026-05-08,Friday,Vegetables,dinner,95,80,28.0,plate_waste,78,119,215
2026-05-08,Friday,Vegetables,lunch,96,89,28.0,plate_waste,78,119,179
2026-05-09,Saturday,Bread,breakfast,32,27,24.0,overproduction,63,118,73
2026-05-09,Saturday,Bread,dinner,58,50,24.0,overproduction,63,118,141
2026-05-09,Saturday,Bread,lunch,65,54,24.0,overproduction,63,118,136
2026-05-09,Saturday,Chicken,breakfast,65,58,50.0,overproduction,140,117,126
2026-05-09,Saturday,Chicken,dinner,126,107,50.0,overproduction,140,117,229
2026-05-09,Saturday,Chicken,lunch,145,121,50.0,overproduction,140,117,371
2026-05-09,Saturday,Rice,breakfast,164,150,53.0,overproduction,98,119,478
2026-05-09,Saturday,Rice,dinner,219,205,53.0,overproduction,98,119,590
2026-05-09,Saturday,Rice,lunch,358,333,53.0,overproduction,98,119,891
2026-05-09,Saturday,Spinach,breakfast,52,49,10.0,overproduction,53,119,120
2026-05-09,Saturday,Spinach,dinner,61,55,10.0,overproduction,53,119,125
2026-05-09,Saturday,Spinach,lunch,19,18,10.0,overproduction,53,119,59
2026-05-09,Saturday,Vegetables,breakfast,56,50,31.0,damaged,78,118,156
2026-05-09,Saturday,Vegetables,dinner,104,94,31.0,damaged,78,118,301
2026-05-09,Saturday,Vegetables,lunch,145,130,31.0,damaged,78,118,370
2026-05-10,Sunday,Bread,breakfast,46,43,23.0,overproduction,63,117,86
2026-05-10,Sunday,Bread,dinner,72,66,23.0,overproduction,63,117,170
2026-05-10,Sunday,Bread,lunch,117,103,23.0,overproduction,63,117,322
2026-05-10,Sunday,Chicken,breakfast,84,78,44.0,plate_waste,140,116,203
2026-05-10,Sunday,Chicken,dinner,152,136,44.0,plate_waste,140,116,386
2026-05-10,Sunday,Chicken,lunch,210,188,44.0,plate_waste,140,116,621
2026-05-10,Sunday,Rice,breakfast,239,218,90.0,overproduction,98,118,444
2026-05-10,Sunday,Rice,dinner,362,319,90.0,overproduction,98,118,1003
2026-05-10,Sunday,Rice,lunch,457,431,90.0,overproduction,98,118,1365
2026-05-10,Sunday,Spinach,breakfast,30,26,22.0,overproduction,53,118,55
2026-05-10,Sunday,Spinach,dinner,72,63,22.0,overproduction,53,118,140
2026-05-10,Sunday,Spinach,lunch,76,67,22.0,overproduction,53,118,174
2026-05-10,Sunday,Vegetables,breakfast,80,71,42.0,overproduction,78,117,143
2026-05-10,Sunday,Vegetables,dinner,160,152,42.0,overproduction,78,117,385
2026-05-10,Sunday,Vegetables,lunch,171,146,42.0,overproduction,78,117,366
2026-05-11,Monday,Bread,breakfast,52,44,26.0,damaged,63,116,123
2026-05-11,Monday,Bread,dinner,84,76,26.0,damaged,63,116,200
2026-05-11,Monday,Bread,lunch,93,83,26.0,damaged,63,116,180
2026-05-11,Monday,Chicken,breakfast,108,95,57.0,overproduction,140,115,202
2026-05-11,Monday,Chicken,dinner,157,139,57.0,overproduction,140,115,457
2026-05-11,Monday,Chicken,lunch,208,182,57.0,overproduction,140,115,404
2026-05-11,Monday,Rice,breakfast,235,209,108.0,overproduction,98,117,460
2026-05-11,Monday,Rice,dinner,374,350,108.0,overproduction,98,117,1135
2026-05-11,Monday,Rice,lunch,474,416,108.0,overproduction,98,117,953
2026-05-11,Monday,Spinach,breakfast,37,33,29.0,overproduction,53,117,81
2026-05-11,Monday,Spinach,dinner,58,52,29.0,overproduction,53,117,150
2026-05-11,Monday,Spinach,lunch,115,96,29.0,overproduction,53,117,205
2026-05-11,Monday,Vegetables,breakfast,94,81,61.0,overproduction,78,116,167
2026-05-11,Monday,Vegetables,dinner,168,140,61.0,overproduction,78,116,440
2026-05-11,Monday,Vegetables,lunch,161,141,61.0,overproduction,78,116,321
2026-05-12,Tuesday,Bread,breakfast,55,52,28.0,overproduction,63,115,160
2026-05-12,Tuesday,Bread,dinner,55,46,28.0,overproduction,63,115,106
2026-05-12,Tuesday,Bread,lunch,102,86,28.0,overproduction,63,115,178
2026-05-12,Tuesday,Chicken,breakfast,99,88,41.0,overproduction,140,114,199
2026-05-12,Tuesday,Chicken,dinner,151,137,41.0,overproduction,140,114,338
2026-05-12,Tuesday,Chicken,lunch,185,169,41.0,overproduction,140,114,369
2026-05-12,Tuesday,Rice,breakfast,235,215,139.0,overproduction,98,116,453
2026-05-12,Tuesday,Rice,dinner,355,304,139.0,overproduction,98,116,830
2026-05-12,Tuesday,Rice,lunch,488,420,139.0,overproduction,98,116,857
2026-05-12,Tuesday,Spinach,breakfast,24,22,12.0,overproduction,53,116,60
2026-05-12,Tuesday,Spinach,dinner,55,51,12.0,overproduction,53,116,118
2026-05-12,Tuesday,Spinach,lunch,44,38,12.0,overproduction,53,116,77
2026-05-12,Tuesday,Vegetables,breakfast,79,68,50.0,overproduction,78,115,191
2026-05-12,Tuesday,Vegetables,dinner,150,132,50.0,overproduction,78,115,324
2026-05-12,Tuesday,Vegetables,lunch,146,125,50.0,overproduction,78,115,257
2026-05-13,Wednesday,Bread,breakfast,51,46,18.0,plate_waste,63,114,95
2026-05-13,Wednesday,Bread,dinner,79,72,18.0,plate_waste,63,114,216
2026-05-13,Wednesday,Bread,lunch,96,90,18.0,plate_waste,63,114,189
2026-05-13,Wednesday,Chicken,breakfast,110,93,63.0,overproduction,140,113,188
2026-05-13,Wednesday,Chicken,dinner,169,144,63.0,overproduction,140,113,298
2026-05-13,Wednesday,Chicken,lunch,205,184,63.0,overproduction,140,113,388
2026-05-13,Wednesday,Rice,breakfast,218,203,101.0,spoilage,98,115,523
2026-05-13,Wednesday,Rice,dinner,400,345,101.0,spoilage,98,115,1028
2026-05-13,Wednesday,Rice,lunch,494,463,101.0,spoilage,98,115,1384
2026-05-13,Wednesday,Spinach,breakfast,17,15,12.0,overproduction,53,115,38
2026-05-13,Wednesday,Spinach,dinner,36,34,12.0,overproduction,53,115,69
2026-05-13,Wednesday,Spinach,lunch,69,61,12.0,overproduction,53,115,131
2026-05-13,Wednesday,Vegetables,breakfast,87,80,42.0,overproduction,78,114,211
2026-05-13,Wednesday,Vegetables,dinner,131,117,42.0,overproduction,78,114,266
2026-05-13,Wednesday,Vegetables,lunch,187,166,42.0,overproduction,78,114,345
2026-05-14,Thursday,Bread,breakfast,57,48,30.0,overproduction,63,113,133
2026-05-14,Thursday,Bread,dinner,78,72,30.0,overproduction,63,113,163
2026-05-14,Thursday,Bread,lunch,115,100,30.0,overproduction,63,113,299
2026-05-14,Thursday,Chicken,breakfast,99,87,39.0,plate_waste,140,112,184
2026-05-14,Thursday,Chicken,dinner,140,127,39.0,plate_waste,140,112,339
2026-05-14,Thursday,Chicken,lunch,190,176,39.0,plate_waste,140,112,407
2026-05-14,Thursday,Rice,breakfast,225,212,116.0,overproduction,98,114,690
2026-05-14,Thursday,Rice,dinner,332,310,116.0,overproduction,98,114,947
2026-05-14,Thursday,Rice,lunch,500,419,116.0,overproduction,98,114,1169
2026-05-14,Thursday,Spinach,breakfast,41,38,15.0,overproduction,53,114,79
2026-05-14,Thursday,Spinach,dinner,61,54,15.0,overproduction,53,114,133
2026-05-14,Thursday,Spinach,lunch,59,54,15.0,overproduction,53,114,111
2026-05-14,Thursday,Vegetables,breakfast,81,76,34.0,overproduction,78,113,162
2026-05-14,Thursday,Vegetables,dinner,154,136,34.0,overproduction,78,113,310
2026-05-14,Thursday,Vegetables,lunch,158,147,34.0,overproduction,78,113,353
2026-05-15,Friday,Bread,breakfast,42,38,12.0,overproduction,63,112,90
2026-05-15,Friday,Bread,dinner,43,38,12.0,overproduction,63,112,116
2026-05-15,Friday,Bread,lunch,51,48,12.0,overproduction,63,112,126
2026-05-15,Friday,Chicken,breakfast,82,68,51.0,overproduction,140,111,160
2026-05-15,Friday,Chicken,dinner,115,102,51.0,overproduction,140,111,315
2026-05-15,Friday,Chicken,lunch,154,130,51.0,overproduction,140,111,263
2026-05-15,Friday,Rice,breakfast,165,154,56.0,overproduction,98,113,324
2026-05-15,Friday,Rice,dinner,236,221,56.0,overproduction,98,113,598
2026-05-15,Friday,Rice,lunch,360,330,56.0,overproduction,98,113,1027
2026-05-15,Friday,Spinach,breakfast,25,23,15.0,overproduction,53,113,46
2026-05-15,Friday,Spinach,dinner,37,31,15.0,overproduction,53,113,69
2026-05-15,Friday,Spinach,lunch,55,48,15.0,overproduction,53,113,128
2026-05-15,Friday,Vegetables,breakfast,66,56,38.0,plate_waste,78,112,128
2026-05-15,Friday,Vegetables,dinner,98,85,38.0,plate_waste,78,112,181
2026-05-15,Friday,Vegetables,lunch,98,83,38.0,plate_waste,78,112,203
2026-05-16,Saturday,Bread,breakfast,46,40,30.0,damaged,63,111,83
2026-05-16,Saturday,Bread,dinner,75,65,30.0,damaged,63,111,132
2026-05-16,Saturday,Bread,lunch,84,70,30.0,damaged,63,111,211
